"ID"	"PCA p-val"	"PCA q-val"
"49"	546	0.000711135391625144	0.00874090052910015
"50"	590	2.21850455117475e-09	9.50320064298297e-08
"51"	591	2.21850455117475e-09	9.50320064298297e-08
"52"	632	4.62661983962329e-07	1.1833992538783e-05
"53"	659	0.00068112939902566	0.00841823033941422
"54"	680	3.3856702073701e-15	3.20168321495816e-13
"55"	682	1.0635051090182e-16	1.16043600324015e-14
"56"	683	0.00168145076373055	0.0183049658264286
"57"	684	4.63032873888915e-15	4.2335530552418e-13
"58"	685	3.85940393039657e-18	5.73676128540115e-16
"59"	688	9.66603353343978e-05	0.00148114063837866
"60"	689	2.01115967167967e-05	0.000353945566181782
"61"	693	5.11688543831915e-05	0.000831548318678334
"62"	697	5.28930919199967e-11	2.79359929207668e-09
"63"	699	0.000585797086385749	0.00737026557217265
"64"	701	0.00160361167363603	0.0175865934970196
"65"	705	7.34075205513978e-06	0.000142996926121833
"66"	709	8.67232955919873e-05	0.00134464442731274
"67"	710	1.07197029098242e-07	3.16033901641356e-06
"68"	711	3.01416037411022e-15	2.86674367995115e-13
"69"	720	0.00221721038404805	0.0231401816137972
"70"	723	3.47211233054398e-13	2.39084550450093e-11
"71"	725	3.47211233054398e-13	2.39084550450093e-11
"72"	726	2.5412614424664e-13	1.78323756796594e-11
"73"	754	0.000519163879429148	0.00664644897421839
"74"	785	4.87654408332717e-05	0.000796662665695768
"75"	792	0.00406570470901431	0.0379560063347939
"76"	820	0.00287182794085946	0.0286530630586515
"77"	825	0.000498316261118793	0.00640930243931729
"78"	832	3.47120382334777e-08	1.17795527148152e-06
"79"	833	9.74922201012127e-05	0.00149342679770593
"80"	841	1.46033880983583e-06	3.28357975053982e-05
"81"	842	1.46033880983583e-06	3.28357975053982e-05
"82"	843	1.46033880983583e-06	3.28357975053982e-05
"83"	857	8.06271288679882e-49	2.43298148697306e-45
"84"	868	7.19357356519582e-07	1.74982531499891e-05
"85"	876	2.01115967167967e-05	0.000353945566181782
"86"	879	2.75686451295073e-08	9.63873608975104e-07
"87"	880	6.80391087616906e-14	5.07197842746494e-12
"88"	884	6.80391087616906e-14	5.07197842746494e-12
"89"	887	0.00270778475080927	0.0273349714362399
"90"	897	6.99778768327099e-08	2.2044363268487e-06
"91"	962	1.73896451615126e-05	0.000310667043301049
"92"	965	3.87291366848686e-07	9.99293142155444e-06
"93"	969	0.000888376711818126	0.0106303298654217
"94"	970	0.00375171369999252	0.0356276453832304
"95"	1006	6.20954666904318e-07	1.54142681738993e-05
"96"	1069	9.30037825300849e-06	0.000177932901397731
"97"	1081	3.65943971284475e-06	7.58898092830424e-05
"98"	1131	0.000202085599949153	0.00290137182784141
"99"	1136	0.00065228491717294	0.00809397382726442
"100"	1138	0.000443267240086913	0.00577154174366509
"101"	1181	0.00325138259587804	0.0317571103162615
"102"	1182	0.00557843121650094	0.0491747824228733
"103"	1190	0.00122481122350206	0.0139660548491517
"104"	1211	1.51215372294006e-06	3.38170702174797e-05
"105"	1235	0.00124342325041329	0.0141555226125357
"106"	1262	0.000570868513636994	0.00720251819479946
"107"	1295	5.44224916381822e-13	3.66609693671754e-11
"108"	1297	1.41727271233172e-11	8.20085528544674e-10
"109"	1312	0.00538155531434728	0.0477265645944806
"110"	1322	0.00497807329661586	0.0447566832591611
"111"	1333	1.35146911720246e-07	3.8821603773073e-06
"112"	1335	0.000459014067031835	0.0059515986905013
"113"	1340	5.68131591962033e-07	1.42239178750071e-05
"114"	1341	0.00390489360906756	0.0367310066330763
"115"	1343	0.000105865961977837	0.00161052626235028
"116"	1346	0.00479290309332191	0.0435413101325074
"117"	1354	1.28421219636487e-09	5.59765433827275e-08
"118"	1355	1.34339830867732e-07	3.86641714961756e-06
"119"	1360	6.38751243149908e-07	1.58197731971246e-05
"120"	1362	4.35423578205664e-08	1.44308907791566e-06
"121"	1364	4.32072672817816e-11	2.31403581309451e-09
"122"	1365	3.57156186596291e-12	2.19724079255837e-10
"123"	1368	0.00342777525520239	0.0330315912451539
"124"	1377	2.34293864570631e-07	6.39120191996601e-06
"125"	1388	1.29966340067693e-06	2.97484503704046e-05
"126"	1392	0.00497807329661586	0.0447566832591611
"127"	1407	1.94975788444709e-07	5.40780054129299e-06
"128"	1419	1.94975788444709e-07	5.40780054129299e-06
"129"	1425	0.000388727078755771	0.00514312342644987
"130"	1427	0.000108494076119167	0.00164721877586797
"131"	1428	7.0182161974647e-05	0.0011071921816191
"132"	1434	4.99657471049175e-05	0.000814128469484029
"133"	1436	0.0015879526884204	0.0174302646743329
"134"	1437	0.0015879526884204	0.0174302646743329
"135"	1452	2.03628818060721e-33	3.06350300916989e-30
"136"	1461	4.88548721394359e-08	1.60310498156416e-06
"137"	1466	2.04139441331543e-10	1.00844884017782e-08
"138"	1467	2.04139441331543e-10	1.00844884017782e-08
"139"	1468	2.04139441331543e-10	1.00844884017782e-08
"140"	1469	2.04139441331543e-10	1.00844884017782e-08
"141"	1489	4.09211310923334e-15	3.82601016071766e-13
"142"	1492	0.00534777295713239	0.0474702099057307
"143"	1519	8.55072801703678e-05	0.00132869481646894
"144"	1526	0.00253569754908946	0.0258394450368729
"145"	1532	9.94027646961217e-16	9.88987787348368e-14
"146"	1560	0.000383473983282278	0.0051076586508185
"147"	1569	5.1081049565983e-07	1.29653418599302e-05
"148"	1605	1.0369999637629e-08	3.90621678307562e-07
"149"	1620	0.00123631330039337	0.0140842694870651
"150"	1628	3.59980383171e-06	7.48719986731908e-05
"151"	1689	2.82095281393106e-13	1.97256118807374e-11
"152"	1746	0.00191742582461492	0.0204411509372251
"153"	1767	5.87365421367571e-06	0.000117112172990505
"154"	1778	0.000387761218742164	0.00514312342644987
"155"	1779	0.000403681114720776	0.00531747315005105
"156"	1780	0.000403681114720776	0.00531747315005105
"157"	1805	0.000398724400654142	0.00526055549276539
"158"	1806	0.000398724400654142	0.00526055549276539
"159"	1807	0.00155483717980435	0.0171301399580238
"160"	1812	1.82549702386581e-06	3.9960516200999e-05
"161"	1814	4.74426934815856e-06	9.68100042449765e-05
"162"	1815	1.6806651636446e-06	3.70844370575394e-05
"163"	1816	7.97375495852361e-06	0.000154456891309333
"164"	1830	2.24176851151566e-06	4.82641289207363e-05
"165"	1835	4.91228858922236e-23	1.62586927726082e-20
"166"	1836	1.08507449377178e-22	3.36691833701797e-20
"167"	1850	0.00198044859339347	0.0210317286237873
"168"	1888	4.69981540320934e-14	3.79401195647372e-12
"169"	1889	7.1694037256848e-14	5.32843393366876e-12
"170"	1917	0.000125648113982444	0.00188176528352531
"171"	1918	0.000125648113982444	0.00188176528352531
"172"	1920	0.00174425213233412	0.0188993639489288
"173"	1931	0.000128417759497125	0.00191919220522389
"174"	1951	3.21755695626703e-09	1.33452005186123e-07
"175"	1953	0.000598478649212332	0.00751838803072993
"176"	1995	0.00332375055917936	0.0323050595167537
"177"	1996	0.00385150447616257	0.0363474428754785
"178"	2012	1.13915002333025e-07	3.33660066125528e-06
"179"	2018	1.40199792644183e-06	3.16242576347376e-05
"180"	2019	0.00237294651406807	0.0245232463746747
"181"	2020	4.37238658499549e-17	5.08374418700869e-15
"182"	2021	4.37238658499549e-17	5.08374418700869e-15
"183"	2026	0.000968016780800503	0.0114372035022376
"184"	2034	5.19868629380394e-15	4.72709118000886e-13
"185"	2070	0.000122841602184779	0.00184474199143004
"186"	2093	0.000675285805685573	0.00835016547817476
"187"	2094	1.64450929836574e-11	9.30957276350785e-10
"188"	2095	1.64450929836574e-11	9.30957276350785e-10
"189"	2096	1.64450929836574e-11	9.30957276350785e-10
"190"	2097	1.64450929836574e-11	9.30957276350785e-10
"191"	2098	1.64450929836574e-11	9.30957276350785e-10
"192"	2100	0.000256666525689721	0.00358545948253167
"193"	2101	0.000256666525689721	0.00358545948253167
"194"	2102	0.000256666525689721	0.00358545948253167
"195"	2114	1.06766432135808e-07	3.14951459075844e-06
"196"	2121	9.70663980846792e-08	2.93844845470126e-06
"197"	2124	9.12588878817208e-09	3.47982335381244e-07
"198"	2125	9.12588878817208e-09	3.47982335381244e-07
"199"	2126	7.17823336571798e-06	0.000140085594303381
"200"	2127	7.17823336571798e-06	0.000140085594303381
"201"	2128	1.20051617652872e-05	0.000223899423802109
"202"	2138	0.000651398182456288	0.00808613474378584
"203"	2141	3.93973997791909e-15	3.69049567327828e-13
"204"	2144	0.0002526596004948	0.00353844603265595
"205"	2145	0.000549544435027158	0.00698316676882347
"206"	2150	0.00154419070801949	0.017021411208047
"207"	2193	2.02758628533361e-19	3.75610359358051e-17
"208"	2252	0.000477626370485655	0.00616074731501723
"209"	2313	3.2780795449984e-05	0.000551123654488775
"210"	2318	4.63032873888915e-15	4.2335530552418e-13
"211"	2320	4.63032873888915e-15	4.2335530552418e-13
"212"	2339	0.00402478341409091	0.0376376760518688
"213"	2340	0.00402478341409091	0.0376376760518688
"214"	2348	8.89488229199192e-05	0.00137442957096334
"215"	2386	0.000711286445053369	0.00874090052910015
"216"	2390	0.000383534784584192	0.0051076586508185
"217"	2394	0.00059822947473851	0.00751715989175975
"218"	2400	0.00282241151976237	0.0283087217180252
"219"	2421	0.00234155972369757	0.0242466940377712
"220"	2422	0.000313015431245821	0.00427165396235879
"221"	2452	0.00532706198308785	0.0473540996014974
"222"	2460	8.97091951106373e-06	0.000171762144606934
"223"	2461	6.72273816401771e-06	0.000132585474336974
"224"	2462	6.72273816401771e-06	0.000132585474336974
"225"	2463	6.72273816401771e-06	0.000132585474336974
"226"	2540	7.86440667331703e-13	5.13067277411525e-11
"227"	2561	6.6513024639844e-05	0.00105534424234399
"228"	2562	3.29644393289718e-17	4.23985885845975e-15
"229"	2563	7.15548166965307e-11	3.72768308975095e-09
"230"	2569	0.00398088415986302	0.0373326323922779
"231"	2572	6.14080750068901e-08	1.96819025168952e-06
"232"	2573	6.14080750068901e-08	1.96819025168952e-06
"233"	2574	6.14080750068901e-08	1.96819025168952e-06
"234"	2575	6.14080750068901e-08	1.96819025168952e-06
"235"	2576	6.14080750068901e-08	1.96819025168952e-06
"236"	2577	6.77179751696429e-07	1.66495629628638e-05
"237"	2578	0.00172426908424185	0.0187442056547745
"238"	2579	0.0038989631486749	0.0367198307461887
"239"	2580	0.0038989631486749	0.0367198307461887
"240"	2581	0.00399770553833111	0.037440876600929
"241"	2597	0.000775246334520296	0.00944970654798162
"242"	2598	0.000664355896134799	0.00822525615346743
"243"	2603	0.000400715289579427	0.00528261072271636
"244"	2613	2.87598081243623e-05	0.000488149809897509
"245"	2614	2.87598081243623e-05	0.000488149809897509
"246"	2645	0.00121952158255846	0.013921236678603
"247"	2649	3.54015775648659e-07	9.30922733772722e-06
"248"	2650	0.00016285486012131	0.00238011634985065
"249"	2674	0.000508948370175176	0.00653251285783014
"250"	2681	1.72361634888797e-06	3.79815272406751e-05
"251"	2688	6.00548984393018e-21	1.4687416467074e-18
"252"	2689	5.3934722278175e-18	7.85248433121571e-16
"253"	2690	0.000417285532434346	0.00546477837741175
"254"	2691	0.000417285532434346	0.00546477837741175
"255"	2692	0.000417285532434346	0.00546477837741175
"256"	2718	5.21090176326019e-08	1.70313126952323e-06
"257"	2744	9.19781765880884e-08	2.79635060200173e-06
"258"	2745	8.51917792129323e-08	2.6221427542371e-06
"259"	2818	0.00105005179080181	0.0122260603325369
"260"	2820	0.00237032212194021	0.0245012247320354
"261"	2825	0.00268068700684554	0.0271276126842357
"262"	2859	3.15296891956781e-08	1.07955481344678e-06
"263"	2860	3.15296891956781e-08	1.07955481344678e-06
"264"	2864	1.96571580163844e-15	1.89867494949306e-13
"265"	2865	0.000266198057852903	0.00370474052992324
"266"	2866	1.74972951907451e-06	3.84886226998194e-05
"267"	2867	1.24732979852996e-06	2.87627415269936e-05
"268"	2870	1.01068301722259e-05	0.00019217686616641
"269"	2875	0.000159101899820507	0.00233488974885862
"270"	2878	6.48304747516861e-09	2.5323670967718e-07
"271"	2904	1.76485203309636e-07	4.93909858439318e-06
"272"	2905	4.55354818625556e-16	4.68053844312691e-14
"273"	2907	1.37748792975035e-11	7.97994670342074e-10
"274"	2913	0.000418257666739007	0.00547462124455352
"275"	2921	4.23444166152691e-09	1.70362500137623e-07
"276"	2928	3.18675043607469e-39	7.53393328094287e-36
"277"	2931	4.31085931729032e-07	1.10377118373137e-05
"278"	2932	4.31085931729032e-07	1.10377118373137e-05
"279"	2935	0.00119308205007918	0.0136617088753979
"280"	2936	1.50092996551577e-05	0.000273355355825243
"281"	2937	0.000530706702956525	0.0067732636713837
"282"	2954	0.00140087560276361	0.015674841345595
"283"	2958	1.29983042128077e-07	3.76283853791992e-06
"284"	2959	2.31607646265117e-07	6.33882294053157e-06
"285"	2960	2.31607646265117e-07	6.33882294053157e-06
"286"	2961	5.00505601302567e-05	0.000815242834247656
"287"	2962	0.000543515698661972	0.0069154084806435
"288"	2965	0.00504388508207267	0.0452664068455643
"289"	2999	9.30936261917116e-05	0.00143312225102013
"290"	3000	5.07069269654268e-05	0.0008251218626852
"291"	3001	0.00185113219003613	0.0198666579850246
"292"	3002	0.00185113219003613	0.0198666579850246
"293"	3064	6.80391087616906e-14	5.07197842746494e-12
"294"	3066	6.80391087616906e-14	5.07197842746494e-12
"295"	3067	6.80391087616906e-14	5.07197842746494e-12
"296"	3083	0.000468972819416397	0.00605857235637935
"297"	3087	0.00214274598264485	0.0224669292081033
"298"	3090	0.00250418319601565	0.0255918450252344
"299"	3100	9.32299622798162e-15	8.23592159662996e-13
"300"	3118	2.05626191628219e-05	0.000360732280415766
"301"	3120	3.76765830318587e-09	1.54206868737237e-07
"302"	3122	7.3783183113095e-05	0.00115994733756043
"303"	3123	0.00062928811899486	0.00784587324051678
"304"	3125	3.82666564832533e-06	7.90934510584546e-05
"305"	3126	4.09996285077122e-10	1.94785507801185e-08
"306"	3127	9.73987243738514e-06	0.000185768515904287
"307"	3148	1.39439778393865e-05	0.000256208981418216
"308"	3149	2.43970987776626e-06	5.21819771313481e-05
"309"	3150	1.78491549097709e-15	1.73077537852616e-13
"310"	3151	1.64718565192464e-05	0.000295440123053117
"311"	3160	3.08290531881294e-06	6.49372084697099e-05
"312"	3161	6.82291122388273e-07	1.67525753477797e-05
"313"	3168	1.16127117975955e-05	0.000217262173726535
"314"	3169	1.16127117975955e-05	0.000217262173726535
"315"	3172	5.32879636672837e-07	1.34879872299492e-05
"316"	3173	1.51212717637452e-05	0.000275192734330887
"317"	3175	2.67092791087164e-06	5.67652217427415e-05
"318"	3176	0.00192521766993808	0.020515407095818
"319"	3177	1.2294152287285e-05	0.000228345596186622
"320"	3178	0.0032130669148843	0.0314509331867628
"321"	3179	0.00226075602993343	0.0235500953877686
"322"	3196	4.92317533656928e-12	2.98074251139823e-10
"323"	3197	6.52070542604439e-10	2.99753205821135e-08
"324"	3198	0.00286924308545615	0.0286445428239778
"325"	3199	0.00286924308545615	0.0286445428239778
"326"	3214	1.92858946960717e-05	0.000342081748472981
"327"	3216	1.96048670652418e-05	0.000347367178867972
"328"	3235	2.44047174453512e-13	1.71617706375262e-11
"329"	3245	8.58107003287864e-07	2.0501654664212e-05
"330"	3290	4.99635018940021e-05	0.000814128469484029
"331"	3326	0.000372230266970789	0.00497579861720484
"332"	3332	0.000167444993518644	0.00244073446659429
"333"	3349	9.12432451255656e-08	2.77740857801898e-06
"334"	3350	4.87358731191991e-08	1.60131693762335e-06
"335"	3352	1.21852911426171e-12	7.79841617593757e-11
"336"	3432	0.000101961742608786	0.00155517500316387
"337"	3438	9.00202484726587e-08	2.75368778553425e-06
"338"	3441	4.97908726012791e-13	3.38162442138947e-11
"339"	3442	1.6044024237197e-08	5.89591170469371e-07
"340"	3443	2.90351743577488e-05	0.000491982696702783
"341"	3445	3.5360908126405e-08	1.19588760609784e-06
"342"	3449	7.03319024785731e-13	4.60048479888501e-11
"343"	3452	4.37238658499549e-17	5.08374418700869e-15
"344"	3454	2.80083113481665e-05	0.000475882489220542
"345"	3457	7.50904848207563e-64	2.86770561530468e-60
"346"	3480	6.49097875265382e-08	2.05521442686865e-06
"347"	3518	5.62038485373963e-06	0.000112695980142816
"348"	3519	1.26058318212944e-06	2.90413796952113e-05
"349"	3552	1.32007215334732e-05	0.000243815558769472
"350"	3553	1.32007215334732e-05	0.000243815558769472
"351"	3554	1.32007215334732e-05	0.000243815558769472
"352"	3577	5.69522118955408e-10	2.63023857114224e-08
"353"	3578	1.02946945691922e-05	0.000195225630739758
"354"	3579	0.000135519056079774	0.00201682091642462
"355"	3580	5.42737627452701e-05	0.000879702742087634
"356"	3581	3.86486750914893e-09	1.57277932153047e-07
"357"	3582	3.86486750914893e-09	1.57277932153047e-07
"358"	3583	3.56782334227178e-06	7.4237940265619e-05
"359"	3586	0.00352413893119059	0.0337896727533447
"360"	3590	0.00395330294162232	0.0370949973809721
"361"	3591	0.00395330294162232	0.0370949973809721
"362"	3594	0.00395330294162232	0.0370949973809721
"363"	3595	0.00433822802567831	0.0400483463724156
"364"	3607	0.000219241489583808	0.0031179267354246
"365"	3608	1.09415380754836e-12	7.05473429653939e-11
"366"	3609	1.69307371761962e-11	9.57357982444888e-10
"367"	3610	1.09415380754836e-12	7.05473429653939e-11
"368"	3613	0.00124955996126207	0.0142176445053226
"369"	3615	0.00124955996126207	0.0142176445053226
"370"	3617	1.05087997096039e-07	3.14951459075844e-06
"371"	3618	1.05087997096039e-07	3.14951459075844e-06
"372"	3619	1.05087997096039e-07	3.14951459075844e-06
"373"	3620	1.05087997096039e-07	3.14951459075844e-06
"374"	3623	2.79229557051608e-09	1.18105380181535e-07
"375"	3635	7.45936702077937e-19	1.27262953429771e-16
"376"	3638	7.45936702077937e-19	1.27262953429771e-16
"377"	3639	7.45936702077937e-19	1.27262953429771e-16
"378"	3640	1.38108499203914e-06	3.11950530481197e-05
"379"	3641	1.38108499203914e-06	3.11950530481197e-05
"380"	3642	0.00542993897875296	0.0480363828364484
"381"	3643	0.00542993897875296	0.0480363828364484
"382"	3655	2.07916690174077e-05	0.000364235706318716
"383"	3658	0.000103079055953993	0.00157173399599137
"384"	3688	1.33912312164423e-07	3.85634835384404e-06
"385"	3689	1.33912312164423e-07	3.85634835384404e-06
"386"	3726	1.69538284457273e-06	3.73759645135446e-05
"387"	3741	0.000766547850578382	0.00936437035867739
"388"	3749	0.000241143439855454	0.00339921872757062
"389"	3753	1.76631410542084e-07	4.94040543052555e-06
"390"	3866	2.55649907037794e-05	0.00044378499771697
"391"	3886	0.000180819688058453	0.00261877335269487
"392"	3887	0.0019164146019921	0.0204347585363192
"393"	3888	0.0019164146019921	0.0204347585363192
"394"	3890	0.000852463092111708	0.0102400762482628
"395"	3904	1.62747413509591e-05	0.000293175647260909
"396"	3906	1.7900740654776e-07	4.99332980763151e-06
"397"	3912	0.00153628292257827	0.0169492973904986
"398"	3913	0.00162937876286936	0.0178376554443606
"399"	3943	3.17657406267304e-18	4.88258119162627e-16
"400"	4000	0.00030051581666556	0.00411435290570497
"401"	4008	3.42382560575121e-22	9.88271336329827e-20
"402"	4018	5.00446414208344e-14	3.97530610019227e-12
"403"	4019	5.00446414208344e-14	3.97530610019227e-12
"404"	4020	5.00446414208344e-14	3.97530610019227e-12
"405"	4021	5.00446414208344e-14	3.97530610019227e-12
"406"	4022	5.00446414208344e-14	3.97530610019227e-12
"407"	4047	0.00160268438720856	0.0175803075059088
"408"	4049	0.00100066369856278	0.011730802985253
"409"	4053	0.00214933047710804	0.0225121962440892
"410"	4054	0.00214933047710804	0.0225121962440892
"411"	4102	3.49396633148417e-11	1.89786593500213e-09
"412"	4139	0.00445010708841729	0.0409062148895858
"413"	4154	0.00143026766118087	0.0159641408666022
"414"	4156	0.00286039385658345	0.0285791857109677
"415"	4169	7.63731631513884e-08	2.37724039559685e-06
"416"	4171	0.00119426786148663	0.0136617088753979
"417"	4172	0.00119426786148663	0.0136617088753979
"418"	4173	0.00119426786148663	0.0136617088753979
"419"	4176	7.63731631513884e-08	2.37724039559685e-06
"420"	4177	6.547484103239e-06	0.000129507148714545
"421"	4181	3.19275885390453e-05	0.000537507286604945
"422"	4183	0.00210318571074467	0.0221081645101293
"423"	4186	3.99907517230803e-05	0.000661806950265255
"424"	4188	0.000264820463765723	0.0036879499479879
"425"	4189	7.25481605868998e-10	3.29232041010769e-08
"426"	4192	5.76303406494047e-06	0.000115184119252053
"427"	4193	1.22440341564458e-07	3.56527603381268e-06
"428"	4194	9.76027620329036e-06	0.000186086187659277
"429"	4195	9.13623728297124e-05	0.00140865457263253
"430"	4196	2.36514814284701e-05	0.000411864292697037
"431"	4198	1.71108997151361e-07	4.8021754559489e-06
"432"	4203	1.74169788274325e-13	1.24776442690554e-11
"433"	4209	1.14406697289311e-05	0.000214742884700281
"434"	4215	4.12753623317179e-05	0.000681702566095409
"435"	4217	4.12753623317179e-05	0.000681702566095409
"436"	4229	5.93451587818222e-07	1.48055733569906e-05
"437"	4233	4.65030298025529e-07	1.18762135833711e-05
"438"	4234	4.65030298025529e-07	1.18762135833711e-05
"439"	4235	4.65030298025529e-07	1.18762135833711e-05
"440"	4238	0.0048768491097509	0.0442310792385464
"441"	4256	8.02901945236513e-06	0.000155224582847185
"442"	4308	0.00304323677076423	0.0300911324353976
"443"	4333	3.31682971843479e-06	6.94812848232625e-05
"444"	4335	0.00191413139097554	0.0204238655576452
"445"	4338	0.00306473199933954	0.0302434405826297
"446"	4370	2.11681549591627e-21	5.56050470506642e-19
"447"	4374	0.00493055325579365	0.0445959514466
"448"	4375	0.000624126436421892	0.00778738506887099
"449"	4376	0.0012218308884185	0.0139384738321032
"450"	4384	3.8803255551933e-13	2.64988339530511e-11
"451"	4386	2.00370394613645e-10	9.94778898138364e-09
"452"	4387	1.02076985124974e-10	5.22455266030887e-09
"453"	4400	0.00517398606555961	0.0462334208417635
"454"	4417	0.000623629297109099	0.00778313818843023
"455"	4418	4.70638638147751e-09	1.87677080065232e-07
"456"	4456	0.00251939311016982	0.0257049547350187
"457"	4457	1.10660813629066e-10	5.64643105266417e-09
"458"	4461	0.000632922945799025	0.007883272827417
"459"	4462	8.45098048308082e-18	1.19534423944021e-15
"460"	4463	1.63919932618853e-20	3.83874193147557e-18
"461"	4464	1.77005126581539e-13	1.26261113784391e-11
"462"	4465	6.05920158039615e-14	4.72989278084792e-12
"463"	4466	6.05920158039615e-14	4.72989278084792e-12
"464"	4467	2.96017471750837e-08	1.02915822269004e-06
"465"	4469	1.60388587818836e-08	5.89591170469371e-07
"466"	4470	1.60388587818836e-08	5.89591170469371e-07
"467"	4484	0.00089528944635612	0.0107001528991917
"468"	4541	0.00497807329661586	0.0447566832591611
"469"	4549	5.80257611050641e-05	0.000935326286228285
"470"	4550	6.14951944293706e-05	0.000983269538755221
"471"	4551	1.15471787958515e-18	1.92376773717329e-16
"472"	4553	2.68308477701526e-20	5.86815462222363e-18
"473"	4557	1.9615234109566e-17	2.6178428167678e-15
"474"	4558	7.88918510153455e-08	2.45256338594794e-06
"475"	4665	5.93252248118985e-23	1.925045383161e-20
"476"	4696	5.84423561942589e-05	0.000940819603753688
"477"	4697	3.34713622231052e-05	0.000561213346940393
"478"	4698	3.34713622231052e-05	0.000561213346940393
"479"	4699	3.34713622231052e-05	0.000561213346940393
"480"	4700	0.000358972719027204	0.00481673475176854
"481"	4719	0.00128416606807981	0.0145559344251047
"482"	4721	5.06212673532323e-05	0.000823998052552761
"483"	4724	1.53924588063589e-17	2.09366959550494e-15
"484"	4725	1.43335983547873e-26	8.37200185317796e-24
"485"	4726	2.48456499962816e-28	1.87487727863477e-25
"486"	4727	8.79586138520266e-06	0.00016867057944811
"487"	4742	1.21346201337878e-12	7.79841617593757e-11
"488"	4743	0.00196120232341624	0.0208496384905023
"489"	4798	2.01115967167967e-05	0.000353945566181782
"490"	4801	0.00088814212879768	0.0106303298654217
"491"	4804	0.00199206697950298	0.0211325105408941
"492"	4850	0.00232780316096081	0.0241421440426617
"493"	4852	2.73404740771916e-08	9.57126904352977e-07
"494"	4860	2.18222299843493e-29	2.00631157783887e-26
"495"	4862	3.37075828950809e-11	1.8329467338358e-09
"496"	4922	0.000342020592160264	0.00463436035452528
"497"	4933	9.31687661113375e-07	2.20684624576793e-05
"498"	4934	6.46508095413931e-08	2.04832083044132e-06
"499"	4941	2.05042825810098e-07	5.67750204851863e-06
"500"	4942	3.57469226825028e-11	1.93959286384505e-09
"501"	4966	0.00565443109612213	0.0497211371996414
"502"	5029	2.80083113481665e-05	0.000475882489220542
"503"	5030	2.80083113481665e-05	0.000475882489220542
"504"	5045	0.0018187578784781	0.0195699766781106
"505"	5060	0.00243678700425587	0.0250578219553213
"506"	5097	0.00212368289339028	0.0222858771101558
"507"	5098	9.11173360552572e-07	2.16209801792403e-05
"508"	5103	0.000123485758073478	0.00185300554097325
"509"	5104	0.000988986683867396	0.0116241055620181
"510"	5106	9.11173360552572e-07	2.16209801792403e-05
"511"	5159	6.81698720870693e-06	0.000133613487544679
"512"	5168	1.27245205886766e-13	9.26296588953116e-12
"513"	5169	1.27245205886766e-13	9.26296588953116e-12
"514"	5170	4.10930265437736e-14	3.34450080134218e-12
"515"	5198	0.00282988958327311	0.0283714717570194
"516"	5201	4.20427313697224e-06	8.63589360493425e-05
