"BAYES_prob"	"BAYES_log10.PO."	"BAYES_qval"	"BAYES_alpha"	"BAYES_fst"	"ID"
"32"	0.084417	-1.0353	0.89902	-0.015808	0.12233	32
"33"	0.090018	-1.0047	0.8875	-0.007274	0.12336	33
"34"	0.089818	-1.0058	0.88813	-0.012326	0.12272	34
"35"	0.085017	-1.0319	0.89825	-0.029295	0.1212	35
"36"	0.077015	-1.0786	0.90287	-0.011328	0.12257	36
"37"	0.084817	-1.033	0.89853	-0.01637	0.12232	37
"38"	0.12663	-0.83868	0.61303	0.087891	0.13383	38
"39"	0.10482	-0.93146	0.7699	0.027589	0.12732	39
"40"	0.10322	-0.93892	0.78479	0.033686	0.12749	40
"41"	0.089018	-1.01	0.89043	0.0066955	0.12474	41
"42"	0.9988	2.9202	0.00030854	2.5473	0.49168	42
"43"	0.15583	-0.73377	0.48028	0.1481	0.14209	43
"44"	0.31606	-0.33524	0.26517	0.50982	0.18949	44
"45"	0.11902	-0.86933	0.66058	0.074422	0.13245	45
"46"	0.10302	-0.93986	0.78655	0.040879	0.12847	46
"47"	0.09882	-0.95997	0.82901	0.053939	0.12963	47
"48"	0.085217	-1.0308	0.89799	-0.029571	0.12133	48
"49"	0.087017	-1.0209	0.89503	-0.017648	0.12237	49
"50"	0.080816	-1.0559	0.90188	-0.019235	0.12218	50
"51"	0.085217	-1.0308	0.89799	-0.012554	0.12294	51
"52"	0.086817	-1.022	0.89541	-0.0069146	0.12313	52
"53"	0.087618	-1.0176	0.89381	-0.013902	0.12261	53
"54"	0.088418	-1.0133	0.89196	-0.010241	0.12285	54
"55"	0.088618	-1.0122	0.89147	-0.010314	0.12281	55
"56"	0.084217	-1.0364	0.89926	-0.022511	0.12183	56
"57"	0.084217	-1.0364	0.89926	-0.013221	0.12247	57
"58"	0.086617	-1.023	0.89577	0.0014981	0.12389	58
"59"	0.092218	-0.99316	0.87903	0.012302	0.12504	59
"60"	0.09962	-0.95608	0.82065	0.025662	0.12652	60
"61"	0.088018	-1.0154	0.8929	-0.0073251	0.12334	61
"62"	0.089818	-1.0058	0.88813	-0.005842	0.12326	62
"63"	0.088818	-1.0111	0.89095	-0.0027201	0.1235	63
"64"	0.084017	-1.0375	0.89949	-0.024808	0.12157	64
"65"	0.079016	-1.0665	0.90253	-0.0076405	0.12307	65
"66"	0.085817	-1.0275	0.89711	-0.028543	0.12139	66
"67"	0.089418	-1.0079	0.88935	-0.027865	0.12145	67
"68"	0.076615	-1.0811	0.90291	-0.019373	0.12199	68
"69"	0.094819	-0.97984	0.86425	0.0020263	0.12434	69
"70"	0.62973	0.23063	0.096813	1.3194	0.30325	70
"71"	0.10722	-0.92046	0.74919	0.044398	0.12868	71
"72"	0.979	1.6685	0.0058575	2.2881	0.44499	72
"73"	0.97159	1.5341	0.0076206	2.2503	0.4383	73
"74"	0.12683	-0.83789	0.61195	0.10009	0.13574	74
"75"	0.10442	-0.93332	0.77358	0.057824	0.1302	75
"76"	0.09802	-0.96388	0.83678	0.0052815	0.12475	76
"77"	0.097219	-0.96783	0.84449	-0.0062871	0.12355	77
"78"	0.093219	-0.988	0.87406	-0.00057473	0.124	78
"79"	0.082016	-1.0489	0.90122	-0.018596	0.12217	79
"80"	0.082617	-1.0455	0.90079	0.00094506	0.12391	80
"81"	0.081016	-1.0547	0.90178	-0.021249	0.12195	81
"82"	0.092418	-0.99213	0.87799	0.012744	0.12544	82
"83"	0.091618	-0.99629	0.88168	0.013115	0.12556	83
"84"	0.075615	-1.0872	0.90298	-0.026927	0.12134	84
"85"	0.086217	-1.0252	0.89647	-0.039761	0.12056	85
"86"	0.086217	-1.0252	0.89647	-0.032628	0.12098	86
"87"	0.093819	-0.98493	0.87065	-0.0050572	0.12361	87
"88"	0.88938	0.90524	0.021843	1.984	0.39716	88
"89"	0.093819	-0.98493	0.87065	0.0081777	0.12488	89
"90"	0.091018	-0.99943	0.88403	-0.033885	0.12104	90
"91"	0.089018	-1.01	0.89043	0.014824	0.12513	91
"92"	0.089218	-1.009	0.8899	0.00022681	0.12415	92
"93"	0.091818	-0.99524	0.88085	-0.0013309	0.1239	93
"94"	0.086417	-1.0241	0.89614	-0.016451	0.12227	94
"95"	0.084017	-1.0375	0.89949	-0.013331	0.12246	95
"96"	0.082617	-1.0455	0.90079	-0.0092609	0.12291	96
"97"	0.081616	-1.0512	0.90146	-0.024928	0.12166	97
"98"	0.079416	-1.0642	0.90242	-0.014189	0.12252	98
"99"	0.095619	-0.97581	0.85804	-0.0011226	0.12425	99
"100"	0.091018	-0.99943	0.88403	0.015281	0.12563	100
"101"	0.10482	-0.93146	0.7699	0.0077324	0.12523	101
"102"	0.13723	-0.79846	0.55486	0.12313	0.13799	102
"103"	0.082016	-1.0489	0.90122	-0.014943	0.12236	103
"104"	0.088218	-1.0143	0.89245	0.0099798	0.12474	104
"105"	0.093219	-0.988	0.87406	-0.0056956	0.12366	105
"106"	0.081416	-1.0524	0.90158	-0.023982	0.12165	106
"107"	0.082817	-1.0443	0.90062	-0.00655	0.12336	107
"108"	0.084817	-1.033	0.89853	-0.00847	0.1231	108
"109"	0.087818	-1.0165	0.89334	0.0041609	0.1242	109
"110"	0.084417	-1.0353	0.89902	-0.027437	0.12129	110
"111"	0.096419	-0.9718	0.85164	0.031016	0.12707	111
"112"	0.085217	-1.0308	0.89799	-0.017749	0.12226	112
"113"	0.082817	-1.0443	0.90062	-0.026651	0.12143	113
"114"	0.077415	-1.0762	0.90282	-0.023414	0.12157	114
"115"	0.082416	-1.0466	0.90094	-0.013357	0.12256	115
"116"	0.083217	-1.0421	0.90028	-0.032645	0.12101	116
"117"	0.083617	-1.0398	0.89988	-0.01476	0.12249	117
"118"	0.089418	-1.0079	0.88935	-0.031515	0.12138	118
"119"	0.087017	-1.0209	0.89503	-0.013794	0.12284	119
"120"	0.09902	-0.95899	0.82698	0.0020019	0.12418	120
"121"	0.081416	-1.0524	0.90158	-0.022403	0.12179	121
"122"	0.10062	-0.95126	0.80993	0.041984	0.12831	122
"123"	0.10462	-0.93239	0.77155	0.036895	0.12802	123
"124"	0.10462	-0.93239	0.77155	0.036582	0.12796	124
"125"	0.090018	-1.0047	0.8875	0.0042681	0.12451	125
"126"	0.10202	-0.94458	0.7964	0.035434	0.12746	126
"127"	0.10302	-0.93986	0.78655	0.039384	0.12801	127
"128"	0.090018	-1.0047	0.8875	-0.035347	0.12073	128
"129"	0.10602	-0.92593	0.75916	0.037637	0.12809	129
"130"	0.089818	-1.0058	0.88813	-0.0090807	0.1232	130
"131"	0.096019	-0.9738	0.85494	0.0075035	0.12506	131
"132"	0.083417	-1.0409	0.90007	0.0040308	0.1243	132
"133"	0.084817	-1.033	0.89853	-0.027149	0.12143	133
"134"	0.091418	-0.99733	0.88246	0.003761	0.12448	134
"135"	0.081216	-1.0536	0.90169	-0.012879	0.12263	135
"136"	0.082817	-1.0443	0.90062	-0.018026	0.12216	136
"137"	0.085017	-1.0319	0.89825	-0.011176	0.12286	137
"138"	0.091018	-0.99943	0.88403	-0.025637	0.12157	138
"139"	0.084017	-1.0375	0.89949	0.0084276	0.12443	139
"140"	0.092418	-0.99213	0.87799	-0.011353	0.12291	140
"141"	0.10962	-0.90968	0.72917	0.053117	0.12956	141
"142"	0.12923	-0.82856	0.59811	0.086759	0.13369	142
"143"	0.087217	-1.0198	0.89463	-0.022709	0.12202	143
"144"	0.11002	-0.9079	0.72633	0.050332	0.12946	144
"145"	0.11202	-0.8991	0.71238	0.055138	0.12995	145
"146"	0.10802	-0.91684	0.74305	0.046211	0.12914	146
"147"	0.10502	-0.93054	0.76817	0.046235	0.12897	147
"148"	0.090818	-1.0005	0.88481	0.019537	0.12579	148
"149"	0.086417	-1.0241	0.89614	0.011927	0.12528	149
"150"	0.27025	-0.4314	0.30367	0.43546	0.18102	150
"151"	0.25725	-0.46048	0.3147	0.3796	0.1741	151
"152"	0.72515	0.42132	0.072328	1.4934	0.3243	152
"153"	0.35187	-0.26528	0.23581	0.6284	0.20704	153
"154"	0.62573	0.22319	0.099953	1.2498	0.29053	154
"155"	0.97379	1.5701	0.0072326	2.2099	0.43063	155
"156"	0.09942	-0.95705	0.82298	0.037554	0.12767	156
"157"	0.087217	-1.0198	0.89463	0.01507	0.12537	157
"158"	0.087818	-1.0165	0.89334	0.00631	0.12424	158
"159"	0.090218	-1.0036	0.88685	0.0013464	0.12413	159
"160"	0.077015	-1.0786	0.90287	-0.02424	0.12162	160
"161"	0.079216	-1.0653	0.90247	-0.021204	0.12204	161
"162"	0.084217	-1.0364	0.89926	0.010158	0.12507	162
"163"	0.11122	-0.9026	0.7178	0.071926	0.13183	163
"164"	0.09862	-0.96094	0.83109	0.029914	0.12706	164
"165"	0.10382	-0.93611	0.77876	0.031121	0.12709	165
"166"	0.096019	-0.9738	0.85494	0.017526	0.12552	166
"167"	0.083217	-1.0421	0.90028	-0.028233	0.12134	167
"168"	0.090618	-1.0015	0.88553	-0.013088	0.12293	168
"169"	0.097019	-0.96882	0.84651	0.03431	0.12733	169
"170"	0.086217	-1.0252	0.89647	0.0021446	0.12416	170
"171"	0.092218	-0.99316	0.87903	0.012598	0.12529	171
"172"	0.089418	-1.0079	0.88935	0.010038	0.1249	172
"173"	0.095019	-0.97883	0.86277	-0.012614	0.12293	173
"174"	0.096619	-0.97081	0.84979	0.0026195	0.1247	174
"175"	0.085417	-1.0297	0.89771	0.0083903	0.12488	175
"176"	0.094019	-0.9839	0.86947	0.011482	0.12503	176
"177"	0.092619	-0.99109	0.87707	0.0030521	0.12473	177
"178"	0.095219	-0.97782	0.86126	-0.014794	0.12259	178
"179"	0.093619	-0.98595	0.87183	0.012635	0.12518	179
"180"	0.085817	-1.0275	0.89711	-0.0042838	0.12378	180
"181"	0.088418	-1.0133	0.89196	-0.015386	0.12249	181
"182"	0.09902	-0.95899	0.82698	0.039778	0.12841	182
"183"	0.086817	-1.022	0.89541	-0.0068711	0.12319	183
"184"	0.085217	-1.0308	0.89799	0.012911	0.12482	184
"185"	0.080416	-1.0582	0.90206	0.00035805	0.12364	185
"186"	0.090418	-1.0026	0.8862	-0.0017213	0.12376	186
"187"	0.087417	-1.0187	0.89424	0.0057118	0.12433	187
"188"	0.085817	-1.0275	0.89711	-0.014255	0.12276	188
"189"	0.082016	-1.0489	0.90122	-0.020757	0.12189	189
"190"	0.087818	-1.0165	0.89334	-0.0038686	0.12385	190
"191"	0.092218	-0.99316	0.87903	-0.015228	0.12239	191
"192"	0.091018	-0.99943	0.88403	-0.038655	0.12063	192
"193"	0.19764	-0.6085	0.39432	0.24837	0.15474	193
"194"	0.085817	-1.0275	0.89711	-0.031489	0.12109	194
"195"	0.087818	-1.0165	0.89334	-0.0032083	0.12364	195
"196"	0.096819	-0.96981	0.84826	0.02537	0.12729	196
"197"	0.10302	-0.93986	0.78655	0.047414	0.12906	197
"198"	0.086417	-1.0241	0.89614	-0.0035369	0.1236	198
"199"	0.091618	-0.99629	0.88168	-0.0068164	0.12345	199
"200"	0.95379	1.3147	0.010393	2.2433	0.4393	200
"201"	0.095219	-0.97782	0.86126	0.037239	0.12776	201
"202"	0.93659	1.1694	0.013613	2.294	0.45051	202
"203"	1	1000	0	2.9105	0.55929	203
"204"	0.097019	-0.96882	0.84651	0.013566	0.12543	204
"205"	0.085217	-1.0308	0.89799	-0.0089116	0.12319	205
"206"	0.086617	-1.023	0.89577	-0.010269	0.12295	206
"207"	0.11582	-0.88274	0.68436	0.070134	0.1314	207
"208"	0.9992	3.0965	0.00015105	2.6376	0.5084	208
"209"	0.81396	0.641	0.050299	1.7852	0.3684	209
"210"	0.92859	1.114	0.015066	2.0466	0.40449	210
"211"	0.083817	-1.0387	0.89969	-0.025209	0.12159	211
"212"	0.086217	-1.0252	0.89647	-0.018248	0.12221	212
"213"	0.097219	-0.96783	0.84449	0.02844	0.12724	213
"214"	0.088018	-1.0154	0.8929	-0.020792	0.12195	214
"215"	0.10762	-0.91865	0.74626	0.020903	0.12643	215
"216"	0.13963	-0.78971	0.54216	0.11587	0.13705	216
"217"	0.096819	-0.96981	0.84826	0.0059412	0.12476	217
"218"	0.090618	-1.0015	0.88553	-0.012804	0.12293	218
"219"	0.10082	-0.9503	0.80821	0.055022	0.12962	219
"220"	0.34647	-0.2756	0.24054	0.60511	0.20352	220
"221"	0.085817	-1.0275	0.89711	0.0052591	0.12438	221
"222"	0.09902	-0.95899	0.82698	0.013248	0.12555	222
"223"	0.088818	-1.0111	0.89095	0.012808	0.12543	223
"224"	0.09782	-0.96487	0.83882	0.010455	0.12529	224
"225"	0.082817	-1.0443	0.90062	-0.030048	0.12127	225
"226"	0.082216	-1.0478	0.90108	-0.034034	0.12098	226
"227"	0.080016	-1.0606	0.90222	-0.026113	0.12149	227
"228"	0.081616	-1.0512	0.90146	-0.023297	0.12181	228
"229"	0.11682	-0.87852	0.67684	0.090257	0.13416	229
"230"	0.12883	-0.8301	0.60086	0.11079	0.13706	230
"231"	0.13063	-0.82318	0.58973	0.11095	0.13708	231
"232"	0.091218	-0.99838	0.88328	0.0073809	0.12461	232
"233"	0.18984	-0.63019	0.41149	0.24163	0.15471	233
"234"	0.096619	-0.97081	0.84979	0.0043404	0.12477	234
"235"	0.092018	-0.9942	0.87993	0.0012438	0.12451	235
"236"	0.30366	-0.36043	0.27338	0.52428	0.19285	236
"237"	0.094419	-0.98187	0.86686	0.018341	0.12573	237
"238"	0.088818	-1.0111	0.89095	6.0062e-05	0.12373	238
"239"	0.090018	-1.0047	0.8875	0.0089231	0.12495	239
"240"	0.083417	-1.0409	0.90007	0.00042697	0.1238	240
"241"	0.080016	-1.0606	0.90222	-0.020489	0.12201	241
"242"	0.097019	-0.96882	0.84651	0.009951	0.12508	242
"243"	0.092018	-0.9942	0.87993	0.0048229	0.1245	243
"244"	0.082216	-1.0478	0.90108	-0.015688	0.12245	244
"245"	0.081816	-1.0501	0.90135	-0.0088248	0.12296	245
"246"	0.089018	-1.01	0.89043	-0.013933	0.12247	246
"247"	0.086217	-1.0252	0.89647	-0.02164	0.12189	247
"248"	0.9948	2.2816	0.0011502	2.5272	0.48872	248
"249"	0.086417	-1.0241	0.89614	-0.0096353	0.12309	249
"250"	0.088218	-1.0143	0.89245	-0.038439	0.12065	250
"251"	0.084417	-1.0353	0.89902	-0.010207	0.12302	251
"252"	0.088018	-1.0154	0.8929	0.00018402	0.12404	252
"253"	0.076615	-1.0811	0.90291	-0.015425	0.12242	253
"254"	0.086617	-1.023	0.89577	-0.016857	0.12238	254
"255"	0.09782	-0.96487	0.83882	0.0099655	0.125	255
"256"	0.095819	-0.9748	0.85643	0.0069948	0.12495	256
"257"	0.091818	-0.99524	0.88085	-0.0013254	0.12404	257
"258"	0.092418	-0.99213	0.87799	0.018244	0.12555	258
"259"	0.091218	-0.99838	0.88328	-0.018138	0.12246	259
"260"	0.081416	-1.0524	0.90158	-0.0094913	0.12294	260
"261"	0.076415	-1.0823	0.90293	-0.036038	0.12054	261
"262"	0.080216	-1.0594	0.90214	-0.012194	0.12257	262
"263"	0.086217	-1.0252	0.89647	9.4332e-05	0.1236	263
"264"	0.09922	-0.95802	0.82506	0.023081	0.12635	264
"265"	0.088218	-1.0143	0.89245	0.0036754	0.12421	265
"266"	0.086817	-1.022	0.89541	-0.02709	0.12139	266
"267"	0.088618	-1.0122	0.89147	-0.03365	0.12106	267
"268"	0.089418	-1.0079	0.88935	-0.038445	0.12055	268
"269"	0.087217	-1.0198	0.89463	-0.030986	0.12116	269
"270"	0.088018	-1.0154	0.8929	-0.017159	0.12238	270
"271"	0.082416	-1.0466	0.90094	-0.011833	0.12269	271
"272"	0.088018	-1.0154	0.8929	-0.0040764	0.12342	272
"273"	0.12262	-0.85461	0.63837	0.074765	0.13237	273
"274"	0.078216	-1.0713	0.90271	-0.020245	0.1219	274
"275"	0.085017	-1.0319	0.89825	-0.015155	0.12281	275
"276"	0.087017	-1.0209	0.89503	-0.01249	0.12287	276
"277"	0.079016	-1.0665	0.90253	-0.02453	0.12166	277
"278"	0.084817	-1.033	0.89853	-0.020432	0.1219	278
"279"	0.079216	-1.0653	0.90247	-0.0088866	0.12302	279
"280"	0.093619	-0.98595	0.87183	0.022354	0.12602	280
"281"	0.13103	-0.82165	0.5874	0.094261	0.13461	281
"282"	0.10582	-0.92685	0.76062	0.049004	0.12916	282
"283"	0.094219	-0.98289	0.86809	0.029956	0.12685	283
"284"	0.081016	-1.0547	0.90178	-0.015469	0.12221	284
"285"	0.081016	-1.0547	0.90178	-0.014551	0.12228	285
"286"	0.086617	-1.023	0.89577	-0.0062042	0.12316	286
"287"	0.089618	-1.0068	0.88876	-0.029046	0.12123	287
"288"	0.087618	-1.0176	0.89381	-0.015209	0.12236	288
"289"	0.087417	-1.0187	0.89424	-0.0093775	0.12284	289
"290"	0.085017	-1.0319	0.89825	-0.028551	0.12125	290
"291"	0.087818	-1.0165	0.89334	-0.013351	0.12264	291
"292"	0.086017	-1.0264	0.8968	0.0041617	0.12427	292
"293"	0.17183	-0.68301	0.44733	0.18391	0.14602	293
"294"	0.085817	-1.0275	0.89711	-0.013815	0.12259	294
"295"	0.078416	-1.0701	0.90267	-0.012813	0.12246	295
"296"	0.082016	-1.0489	0.90122	-0.0080671	0.12294	296
"297"	0.086217	-1.0252	0.89647	0.01135	0.12507	297
"298"	0.094419	-0.98187	0.86686	0.018318	0.12603	298
"299"	0.094819	-0.97984	0.86425	0.015813	0.1258	299
"300"	0.12823	-0.83243	0.60434	0.07998	0.13339	300
"301"	0.13503	-0.80658	0.56692	0.10193	0.13629	301
"302"	0.12282	-0.8538	0.63657	0.084551	0.13335	302
"303"	0.11302	-0.89475	0.70417	0.048408	0.12922	303
"304"	0.09842	-0.96192	0.83321	0.036175	0.12765	304
"305"	0.15643	-0.7318	0.47873	0.14657	0.14158	305
"306"	0.092619	-0.99109	0.87707	0.0034939	0.12416	306
"307"	0.090018	-1.0047	0.8875	-0.0097671	0.12294	307
"308"	0.087417	-1.0187	0.89424	-0.01472	0.12258	308
"309"	0.087818	-1.0165	0.89334	-0.0038166	0.12347	309
"310"	0.097019	-0.96882	0.84651	0.0097481	0.12471	310
"311"	0.087417	-1.0187	0.89424	0.0072283	0.12444	311
"312"	0.086417	-1.0241	0.89614	0.00033243	0.12382	312
"313"	0.082016	-1.0489	0.90122	-0.0062315	0.12319	313
"314"	0.087017	-1.0209	0.89503	-0.020403	0.12206	314
"315"	0.082617	-1.0455	0.90079	-0.019276	0.12215	315
"316"	0.086017	-1.0264	0.8968	-0.0051026	0.12339	316
"317"	0.084417	-1.0353	0.89902	0.00367	0.12401	317
"318"	0.088218	-1.0143	0.89245	-0.0082786	0.12329	318
"319"	0.085417	-1.0297	0.89771	-0.017433	0.12233	319
"320"	0.087417	-1.0187	0.89424	-0.020826	0.12189	320
"321"	0.085617	-1.0286	0.89741	-0.011045	0.12265	321
"322"	0.086217	-1.0252	0.89647	-0.042337	0.12049	322
"323"	0.083617	-1.0398	0.89988	-0.026929	0.12143	323
"324"	0.087417	-1.0187	0.89424	-0.018611	0.12224	324
"325"	0.087618	-1.0176	0.89381	-0.0033632	0.12348	325
"326"	0.080416	-1.0582	0.90206	-0.0207	0.12202	326
"327"	0.076815	-1.0798	0.90288	-0.012165	0.12252	327
"328"	0.090818	-1.0005	0.88481	-0.013672	0.12285	328
"329"	0.091618	-0.99629	0.88168	0.0080425	0.12486	329
"330"	0.090218	-1.0036	0.88685	-0.0038722	0.1238	330
"331"	0.09882	-0.95997	0.82901	0.02776	0.1269	331
"332"	0.087818	-1.0165	0.89334	0.0017348	0.12405	332
"333"	0.085017	-1.0319	0.89825	0.0087258	0.12471	333
"334"	0.083017	-1.0432	0.90046	-0.00139	0.12344	334
"335"	0.084817	-1.033	0.89853	-0.0094926	0.12303	335
"336"	0.086817	-1.022	0.89541	0.0039451	0.1242	336
"337"	0.077415	-1.0762	0.90282	-0.017707	0.12206	337
"338"	0.11382	-0.89129	0.69781	0.062842	0.13075	338
"339"	0.092018	-0.9942	0.87993	-0.027195	0.12141	339
"340"	0.086017	-1.0264	0.8968	-0.02207	0.12209	340
"341"	0.082817	-1.0443	0.90062	-0.020147	0.12198	341
"342"	0.085417	-1.0297	0.89771	-0.017096	0.1222	342
"343"	0.085617	-1.0286	0.89741	-0.0089116	0.12293	343
"344"	0.092619	-0.99109	0.87707	0.014605	0.12507	344
"345"	0.081216	-1.0536	0.90169	-0.031646	0.12101	345
"346"	0.092418	-0.99213	0.87799	-0.032256	0.1211	346
"347"	0.087417	-1.0187	0.89424	0.0084133	0.12485	347
"348"	0.09842	-0.96192	0.83321	0.016302	0.12586	348
"349"	0.092619	-0.99109	0.87707	-0.0065796	0.12356	349
"350"	0.094019	-0.9839	0.86947	0.001602	0.12404	350
"351"	0.10202	-0.94458	0.7964	0.0075846	0.12476	351
"352"	0.090018	-1.0047	0.8875	0.0086952	0.12488	352
"353"	0.085017	-1.0319	0.89825	-0.0026451	0.12365	353
"354"	0.092819	-0.99006	0.87609	0.010623	0.12507	354
"355"	0.086217	-1.0252	0.89647	0.011468	0.12506	355
"356"	0.084417	-1.0353	0.89902	-0.0067493	0.12317	356
"357"	0.082617	-1.0455	0.90079	-0.026093	0.12152	357
"358"	0.083017	-1.0432	0.90046	-0.023498	0.1218	358
"359"	0.085617	-1.0286	0.89741	-0.02392	0.12155	359
"360"	0.089218	-1.009	0.8899	-0.019712	0.12226	360
"361"	0.085817	-1.0275	0.89711	-0.0032379	0.1237	361
"362"	0.088218	-1.0143	0.89245	0.014881	0.12561	362
"363"	0.09762	-0.96585	0.84086	0.015878	0.12587	363
"364"	0.089218	-1.009	0.8899	0.0063511	0.12491	364
"365"	0.089618	-1.0068	0.88876	0.0096444	0.12518	365
"366"	0.13143	-0.82012	0.58503	0.10624	0.13682	366
"367"	0.10782	-0.91775	0.74449	0.053511	0.12974	367
"368"	0.091018	-0.99943	0.88403	0.027665	0.12638	368
"369"	0.081616	-1.0512	0.90146	-0.019018	0.12222	369
"370"	0.090418	-1.0026	0.8862	-0.00068289	0.12389	370
"371"	0.09862	-0.96094	0.83109	0.024375	0.12638	371
"372"	0.095619	-0.97581	0.85804	0.037873	0.12774	372
"373"	0.090618	-1.0015	0.88553	-0.0077117	0.12311	373
"374"	0.09962	-0.95608	0.82065	0.033552	0.12741	374
"375"	0.14643	-0.76561	0.51001	0.12387	0.13892	375
"376"	0.095819	-0.9748	0.85643	0.0071965	0.12482	376
"377"	0.092619	-0.99109	0.87707	-0.0034154	0.12374	377
"378"	0.095219	-0.97782	0.86126	0.0068124	0.12501	378
"379"	0.083417	-1.0409	0.90007	-0.0067206	0.1232	379
"380"	0.090218	-1.0036	0.88685	-0.011842	0.12301	380
"381"	0.095019	-0.97883	0.86277	0.010382	0.1252	381
"382"	0.090818	-1.0005	0.88481	0.0059193	0.12473	382
"383"	0.084417	-1.0353	0.89902	-0.017858	0.12228	383
"384"	0.081216	-1.0536	0.90169	-0.0005702	0.12369	384
"385"	0.085617	-1.0286	0.89741	-0.014179	0.12252	385
"386"	0.10062	-0.95126	0.80993	0.028444	0.12663	386
"387"	0.079816	-1.0618	0.90229	-0.0077767	0.12278	387
"388"	0.088018	-1.0154	0.8929	0.0043815	0.12417	388
"389"	0.09762	-0.96585	0.84086	0.0059661	0.1245	389
"390"	0.076215	-1.0835	0.90294	-0.019295	0.12196	390
"391"	0.080016	-1.0606	0.90222	-0.01916	0.12204	391
"392"	0.09902	-0.95899	0.82698	0.037444	0.12804	392
"393"	0.091018	-0.99943	0.88403	-0.014288	0.12258	393
"394"	0.087017	-1.0209	0.89503	-0.025956	0.12186	394
"395"	0.080816	-1.0559	0.90188	-0.013329	0.12246	395
"396"	0.094019	-0.9839	0.86947	-0.017409	0.12249	396
"397"	0.093619	-0.98595	0.87183	-0.013099	0.12274	397
"398"	0.089418	-1.0079	0.88935	-0.011397	0.12311	398
"399"	0.093419	-0.98697	0.87299	-0.01228	0.12289	399
"400"	0.088818	-1.0111	0.89095	-0.0024053	0.124	400
"401"	0.093219	-0.988	0.87406	-0.0071324	0.12335	401
"402"	0.083417	-1.0409	0.90007	-0.01338	0.12259	402
"403"	0.084017	-1.0375	0.89949	-0.012455	0.1228	403
"404"	0.087017	-1.0209	0.89503	-0.0104	0.12276	404
"405"	0.11582	-0.88274	0.68436	0.065892	0.13133	405
"406"	0.086417	-1.0241	0.89614	-0.018607	0.12221	406
"407"	0.082216	-1.0478	0.90108	-0.028766	0.12119	407
"408"	0.080016	-1.0606	0.90222	-0.030207	0.1212	408
"409"	0.084417	-1.0353	0.89902	-0.023025	0.12189	409
"410"	0.091218	-0.99838	0.88328	-0.012895	0.12268	410
"411"	0.087017	-1.0209	0.89503	-0.0094429	0.12308	411
"412"	0.089218	-1.009	0.8899	-0.021899	0.12203	412
"413"	0.080416	-1.0582	0.90206	-0.010009	0.1228	413
"414"	0.087618	-1.0176	0.89381	0.012183	0.12545	414
"415"	0.077215	-1.0774	0.90284	-0.01479	0.12228	415
"416"	0.096619	-0.97081	0.84979	0.0049317	0.12471	416
"417"	0.090418	-1.0026	0.8862	0.0069504	0.12485	417
"418"	0.077816	-1.0738	0.90278	-0.018601	0.12218	418
"419"	0.088418	-1.0133	0.89196	-0.038389	0.12066	419
"420"	0.081016	-1.0547	0.90178	-0.029594	0.1211	420
"421"	0.084017	-1.0375	0.89949	-0.018673	0.12217	421
"422"	0.082016	-1.0489	0.90122	-0.013229	0.12247	422
"423"	0.086217	-1.0252	0.89647	0.00064486	0.12406	423
"424"	0.097019	-0.96882	0.84651	0.0049597	0.12491	424
