"BAYES_prob"	"BAYES_log10.PO."	"BAYES_qval"	"BAYES_alpha"	"BAYES_fst"	"ID"
"174"	0.091618	-0.99629	0.90113	0.0070609	0.1114	174
"175"	0.092819	-0.99006	0.89943	0.0056411	0.1112	175
"176"	0.087818	-1.0165	0.90503	-0.011631	0.10994	176
"177"	0.10042	-0.95222	0.87766	0.0066691	0.11144	177
"178"	0.096619	-0.97081	0.89156	0.0013329	0.11092	178
"179"	0.092218	-0.99316	0.90033	0.0026382	0.1109	179
"180"	0.090218	-1.0036	0.90283	0.0087179	0.11123	180
"181"	0.084417	-1.0353	0.90702	-0.020179	0.10908	181
"182"	0.093819	-0.98493	0.89776	0.0017114	0.11088	182
"183"	0.088618	-1.0122	0.90436	0.006461	0.11101	183
"184"	0.087417	-1.0187	0.90534	0.0045206	0.11091	184
"185"	0.095019	-0.97883	0.89542	-0.0067082	0.11023	185
"186"	0.080816	-1.0559	0.90799	-0.0027617	0.11029	186
"187"	0.09922	-0.95802	0.88304	-0.0029812	0.11066	187
"188"	0.080616	-1.0571	0.90802	-0.0085215	0.11009	188
"189"	0.079016	-1.0665	0.90817	-0.0085119	0.10988	189
"190"	0.09882	-0.95997	0.88455	0.013533	0.11172	190
"191"	0.086417	-1.0241	0.90599	-0.014421	0.10972	191
"192"	0.084017	-1.0375	0.90718	-0.010649	0.10974	192
"193"	0.10202	-0.94458	0.87028	0.044719	0.11405	193
"194"	0.083217	-1.0421	0.90747	-0.017514	0.10929	194
"195"	0.10022	-0.95318	0.87879	0.024889	0.11265	195
"196"	0.092819	-0.99006	0.89943	0.012781	0.1117	196
"197"	0.10182	-0.94553	0.87133	0.038173	0.11347	197
"198"	0.090818	-1.0005	0.90215	-0.015623	0.10968	198
"199"	0.087818	-1.0165	0.90503	-0.0073952	0.11006	199
"200"	0.081816	-1.0501	0.90782	0.004987	0.11076	200
"201"	0.090618	-1.0015	0.90237	-0.0043936	0.11034	201
"202"	0.10382	-0.93611	0.86127	0.03841	0.1134	202
"203"	0.11122	-0.9026	0.82096	0.047681	0.11452	203
"204"	0.085217	-1.0308	0.90664	-0.014728	0.10959	204
"205"	0.086817	-1.022	0.90574	-0.014027	0.10962	205
"206"	0.095219	-0.97782	0.89497	0.0065909	0.11111	206
"207"	0.09802	-0.96388	0.88736	0.029748	0.11286	207
"208"	0.085417	-1.0297	0.90654	0.0057166	0.11084	208
"209"	0.086617	-1.023	0.90587	-0.0057445	0.11019	209
"210"	0.084417	-1.0353	0.90702	0.015612	0.11149	210
"211"	0.088818	-1.0111	0.90419	-0.0092101	0.10994	211
"212"	0.088618	-1.0122	0.90436	-0.01256	0.10962	212
"213"	0.084217	-1.0364	0.90711	0.00026429	0.11063	213
"214"	0.093619	-0.98595	0.8981	0.0041719	0.11092	214
"215"	0.085817	-1.0275	0.90634	0.0063996	0.11096	215
"216"	0.11062	-0.90524	0.82648	0.047024	0.11436	216
"217"	0.09982	-0.95511	0.88061	0.017797	0.11191	217
"218"	0.09962	-0.95608	0.8814	0.004273	0.11097	218
"219"	0.10942	-0.91057	0.83256	0.027907	0.11278	219
"220"	0.09982	-0.95511	0.88061	0.035581	0.11339	220
"221"	0.093019	-0.98903	0.89911	0.003311	0.11102	221
"222"	0.093219	-0.988	0.89879	0.0063614	0.11128	222
"223"	0.095819	-0.9748	0.89366	0.0065247	0.11115	223
"224"	0.094219	-0.98289	0.897	0.00072043	0.11071	224
"225"	0.089018	-1.01	0.90401	-0.00038262	0.11045	225
"226"	0.084017	-1.0375	0.90718	-0.0092493	0.10986	226
"227"	0.085417	-1.0297	0.90654	-0.0087965	0.11003	227
"228"	0.096419	-0.9718	0.89212	-0.0027465	0.11055	228
"229"	0.092619	-0.99109	0.89974	-0.0037136	0.11023	229
"230"	0.086217	-1.0252	0.90611	-0.0051402	0.11044	230
"231"	0.084217	-1.0364	0.90711	-0.0076688	0.10996	231
"232"	0.090818	-1.0005	0.90215	-0.0085913	0.11014	232
"233"	0.086617	-1.023	0.90587	0.0029952	0.11073	233
"234"	0.094619	-0.98085	0.8962	0.0062205	0.11108	234
"235"	0.092619	-0.99109	0.89974	0.012763	0.11156	235
"236"	0.090618	-1.0015	0.90237	-0.016831	0.10938	236
"237"	0.093419	-0.98697	0.89845	-0.0070095	0.11026	237
"238"	0.087417	-1.0187	0.90534	-0.013222	0.10975	238
"239"	0.09822	-0.9629	0.88673	0.013564	0.11168	239
"240"	0.088618	-1.0122	0.90436	-0.00025736	0.11061	240
"241"	0.082416	-1.0466	0.90769	-0.0069271	0.11005	241
"242"	0.088818	-1.0111	0.90419	-0.0039707	0.11028	242
"243"	0.10182	-0.94553	0.87133	0.039838	0.11355	243
"244"	0.087417	-1.0187	0.90534	-0.014699	0.10946	244
"245"	0.088818	-1.0111	0.90419	-0.0001062	0.11054	245
"246"	0.083617	-1.0398	0.90733	-0.013598	0.10968	246
"247"	0.095219	-0.97782	0.89497	-0.0043951	0.11042	247
"248"	0.083617	-1.0398	0.90733	-0.0064348	0.11004	248
"249"	0.089018	-1.01	0.90401	-0.014555	0.10965	249
"250"	0.095219	-0.97782	0.89497	-0.0107	0.1099	250
"251"	0.095419	-0.97681	0.89456	0.0076894	0.11123	251
"252"	0.096419	-0.9718	0.89212	0.0016214	0.11073	252
"253"	0.089218	-1.009	0.90383	-0.014292	0.10946	253
"254"	0.086217	-1.0252	0.90611	-0.013313	0.1096	254
"255"	0.089018	-1.01	0.90401	0.0027097	0.11098	255
"256"	0.10122	-0.94839	0.87396	0.0075414	0.11137	256
"257"	0.091818	-0.99524	0.90088	0.0048751	0.11084	257
"258"	0.083417	-1.0409	0.9074	0.011681	0.11144	258
"259"	0.09762	-0.96585	0.88871	0.011136	0.11158	259
"260"	0.087417	-1.0187	0.90534	-0.020309	0.10918	260
"261"	0.089818	-1.0058	0.90324	-0.017693	0.10938	261
"262"	0.081016	-1.0547	0.90796	-0.0084917	0.10987	262
"263"	0.088218	-1.0143	0.90472	0.0015187	0.11065	263
"264"	0.076815	-1.0798	0.90826	-0.017788	0.10913	264
"265"	0.081016	-1.0547	0.90796	-0.017014	0.10931	265
"266"	0.091618	-0.99629	0.90113	0.012762	0.11151	266
"267"	0.086617	-1.023	0.90587	-0.0095673	0.10991	267
"268"	0.084217	-1.0364	0.90711	-0.016814	0.10947	268
"269"	0.081816	-1.0501	0.90782	-0.013769	0.10951	269
"270"	0.089418	-1.0079	0.90364	-0.00092218	0.11057	270
"271"	0.084217	-1.0364	0.90711	0.00080518	0.11064	271
"272"	0.094019	-0.9839	0.89738	0.0026296	0.11085	272
"273"	0.089218	-1.009	0.90383	-0.0034502	0.11041	273
"274"	0.085617	-1.0286	0.90645	-0.011582	0.10978	274
"275"	0.078216	-1.0713	0.90822	-0.02157	0.10907	275
"276"	0.091218	-0.99838	0.90165	-0.011965	0.10972	276
"277"	0.085817	-1.0275	0.90634	-0.014511	0.10954	277
"278"	0.090218	-1.0036	0.90283	-0.02215	0.10913	278
"279"	0.082817	-1.0443	0.90758	-0.012461	0.10968	279
"280"	0.09962	-0.95608	0.8814	0.023262	0.11245	280
"281"	0.10382	-0.93611	0.86127	0.019279	0.11221	281
"282"	0.09762	-0.96585	0.88871	0.027285	0.11278	282
"283"	0.097019	-0.96882	0.89046	0.038535	0.11344	283
"284"	0.088018	-1.0154	0.90488	-0.012041	0.10975	284
"285"	0.09942	-0.95705	0.88224	0.011919	0.11142	285
"286"	0.094419	-0.98187	0.8966	2.1292e-05	0.11057	286
"287"	0.089418	-1.0079	0.90364	-0.0096067	0.10991	287
"288"	0.092819	-0.99006	0.89943	-0.0073457	0.11014	288
"289"	0.094419	-0.98187	0.8966	-0.0043431	0.11029	289
"290"	0.087818	-1.0165	0.90503	-0.011441	0.10967	290
"291"	0.083417	-1.0409	0.9074	-0.0095814	0.10973	291
"292"	0.081816	-1.0501	0.90782	-0.012454	0.10968	292
"293"	0.096819	-0.96981	0.891	0.017687	0.11196	293
"294"	0.085217	-1.0308	0.90664	-0.013076	0.10964	294
"295"	0.084617	-1.0341	0.90694	-0.014947	0.10972	295
"296"	0.09962	-0.95608	0.8814	0.030191	0.11293	296
"297"	0.09882	-0.95997	0.88455	0.0082967	0.11127	297
"298"	0.10702	-0.92137	0.8448	0.034587	0.11324	298
"299"	0.10802	-0.91684	0.83963	0.030945	0.11298	299
"300"	0.095019	-0.97883	0.89542	0.029295	0.11286	300
"301"	0.09782	-0.96487	0.88808	0.0014968	0.11092	301
"302"	0.10262	-0.94174	0.86712	0.034258	0.11335	302
"303"	0.09822	-0.9629	0.88673	0.016601	0.11191	303
"304"	0.088418	-1.0133	0.90455	-0.0096592	0.11006	304
"305"	0.083217	-1.0421	0.90747	-0.010358	0.10992	305
"306"	0.084817	-1.033	0.90685	-0.0094777	0.10997	306
"307"	0.092018	-0.9942	0.9006	0.010275	0.11156	307
"308"	0.092018	-0.9942	0.9006	0.0015442	0.11079	308
"309"	0.091418	-0.99733	0.90139	0.0096769	0.11143	309
"310"	0.085617	-1.0286	0.90645	0.0032874	0.11084	310
"311"	0.082016	-1.0489	0.90778	-0.011742	0.1097	311
"312"	0.090218	-1.0036	0.90283	-0.0048281	0.11034	312
"313"	0.088018	-1.0154	0.90488	-0.0044673	0.11026	313
"314"	0.087017	-1.0209	0.90561	0.0011429	0.11068	314
"315"	0.081816	-1.0501	0.90782	-0.005447	0.11031	315
"316"	0.091818	-0.99524	0.90088	-0.003685	0.11045	316
"317"	0.09882	-0.95997	0.88455	0.025093	0.11255	317
"318"	0.089218	-1.009	0.90383	0.004228	0.11092	318
"319"	0.083417	-1.0409	0.9074	-0.0022667	0.11029	319
"320"	0.092418	-0.99213	0.90004	-0.012077	0.11006	320
"321"	0.086417	-1.0241	0.90599	0.0048056	0.11083	321
"322"	0.092619	-0.99109	0.89974	-0.01132	0.10992	322
"323"	0.089618	-1.0068	0.90345	-0.0095207	0.10987	323
"324"	0.09762	-0.96585	0.88871	0.0029637	0.11086	324
"325"	0.10722	-0.92046	0.84381	0.043792	0.11407	325
"326"	0.083817	-1.0387	0.90726	-0.01339	0.10971	326
"327"	0.084617	-1.0341	0.90694	-0.014748	0.10947	327
"328"	0.094019	-0.9839	0.89738	-0.0072976	0.11019	328
"329"	0.095419	-0.97681	0.89456	0.011355	0.11157	329
"330"	0.086817	-1.022	0.90574	-0.0042189	0.1103	330
"331"	0.12803	-0.83321	0.73507	0.097105	0.11836	331
"332"	0.10162	-0.94648	0.87224	0.028929	0.11283	332
"333"	0.084817	-1.033	0.90685	0.0033296	0.11075	333
"334"	0.096219	-0.9728	0.89266	0.0073255	0.11136	334
"335"	0.10242	-0.94269	0.86819	0.027443	0.11279	335
"336"	0.083017	-1.0432	0.90753	-0.0049003	0.11013	336
"337"	0.082416	-1.0466	0.90769	-0.010847	0.10977	337
"338"	0.10822	-0.91594	0.83877	0.027631	0.11295	338
"339"	0.084417	-1.0353	0.90702	-0.01773	0.10952	339
"340"	0.093819	-0.98493	0.89776	0.0018588	0.11077	340
"341"	0.085017	-1.0319	0.90675	-0.0058755	0.11006	341
"342"	0.090818	-1.0005	0.90215	-0.00055126	0.11067	342
"343"	0.09762	-0.96585	0.88871	0.026606	0.11269	343
"344"	0.088818	-1.0111	0.90419	-0.0042575	0.11029	344
"345"	0.082617	-1.0455	0.90764	-0.0094032	0.11002	345
"346"	0.088818	-1.0111	0.90419	-0.010128	0.10978	346
"347"	0.094619	-0.98085	0.8962	0.015546	0.11174	347
"348"	0.09762	-0.96585	0.88871	0.019756	0.11211	348
"349"	0.10582	-0.92685	0.85096	0.014411	0.11196	349
"350"	0.10402	-0.93518	0.86036	0.014756	0.11188	350
"351"	0.10202	-0.94458	0.87028	0.019319	0.1122	351
"352"	0.10942	-0.91057	0.83256	0.049142	0.1147	352
"353"	0.09802	-0.96388	0.88736	0.017276	0.11206	353
"354"	0.09942	-0.95705	0.88224	0.021278	0.11242	354
"355"	0.097019	-0.96882	0.89046	0.020209	0.11212	355
"356"	0.09782	-0.96487	0.88808	-0.00015926	0.11093	356
"357"	0.085617	-1.0286	0.90645	0.0034215	0.11067	357
"358"	0.091418	-0.99733	0.90139	0.00079657	0.11079	358
"359"	0.083217	-1.0421	0.90747	-0.011598	0.10974	359
"360"	0.092819	-0.99006	0.89943	-0.0056507	0.11027	360
"361"	0.091618	-0.99629	0.90113	-0.0016554	0.11048	361
"362"	0.090018	-1.0047	0.90304	0.0068276	0.11102	362
"363"	0.09902	-0.95899	0.8838	0.0046763	0.11104	363
"364"	0.093019	-0.98903	0.89911	-0.0022591	0.11051	364
"365"	0.09862	-0.96094	0.88527	0.0004625	0.11079	365
"366"	0.090618	-1.0015	0.90237	-0.0009416	0.11044	366
"367"	0.082817	-1.0443	0.90758	-0.0032913	0.11026	367
"368"	0.093619	-0.98595	0.8981	-0.0040117	0.11044	368
"369"	0.085017	-1.0319	0.90675	-0.017316	0.10929	369
"370"	0.092218	-0.99316	0.90033	-0.0096804	0.10993	370
"371"	0.10162	-0.94648	0.87224	0.031044	0.11317	371
"372"	0.13603	-0.80287	0.6955	0.098306	0.11845	372
"373"	0.086617	-1.023	0.90587	-0.011272	0.10992	373
"374"	0.11402	-0.89043	0.80459	0.057599	0.11509	374
"375"	0.15623	-0.73246	0.62003	0.15731	0.12345	375
"376"	0.09982	-0.95511	0.88061	0.021452	0.11231	376
"377"	0.091618	-0.99629	0.90113	-0.011432	0.10988	377
"378"	0.094019	-0.9839	0.89738	0.010731	0.11137	378
"379"	0.086217	-1.0252	0.90611	-0.00071131	0.11057	379
"380"	0.088418	-1.0133	0.90455	0.0044714	0.11091	380
"381"	0.095619	-0.97581	0.89412	0.013708	0.11173	381
"382"	0.096219	-0.9728	0.89266	0.0070355	0.11129	382
"383"	0.086017	-1.0264	0.90623	-0.0074564	0.11005	383
"384"	0.087618	-1.0176	0.90519	-0.015172	0.10957	384
"385"	0.082817	-1.0443	0.90758	-0.012596	0.10967	385
"386"	0.091618	-0.99629	0.90113	-0.0024025	0.11049	386
"387"	0.094019	-0.9839	0.89738	-0.0062482	0.11002	387
"388"	0.091018	-0.99943	0.9019	-0.009218	0.10998	388
"389"	0.087618	-1.0176	0.90519	0.0080194	0.11117	389
"390"	0.087818	-1.0165	0.90503	-0.0024986	0.11018	390
"391"	0.086817	-1.022	0.90574	-0.015862	0.10943	391
"392"	0.092418	-0.99213	0.90004	-0.018138	0.1094	392
"393"	0.090818	-1.0005	0.90215	-0.016972	0.1095	393
"394"	0.096819	-0.96981	0.891	-0.012534	0.1098	394
"395"	0.083217	-1.0421	0.90747	-0.0059938	0.11009	395
"396"	0.084417	-1.0353	0.90702	-0.0048761	0.11028	396
"397"	0.083017	-1.0432	0.90753	-0.0077925	0.11004	397
"398"	0.087417	-1.0187	0.90534	-0.014937	0.10962	398
"399"	0.091818	-0.99524	0.90088	-0.0089083	0.11005	399
"400"	0.086817	-1.022	0.90574	0.0021993	0.11076	400
"401"	0.089418	-1.0079	0.90364	-0.00093449	0.11044	401
"402"	0.089018	-1.01	0.90401	-0.0029639	0.11037	402
"403"	0.091818	-0.99524	0.90088	-0.010425	0.11001	403
"404"	0.091218	-0.99838	0.90165	-0.0040951	0.11038	404
"405"	0.076815	-1.0798	0.90826	-0.011986	0.10964	405
"406"	0.090218	-1.0036	0.90283	-0.01322	0.10992	406
"407"	0.089818	-1.0058	0.90324	-0.020092	0.10938	407
"408"	0.094419	-0.98187	0.8966	-0.014296	0.10971	408
"409"	0.085817	-1.0275	0.90634	-0.015939	0.10954	409
"410"	0.089218	-1.009	0.90383	-0.001142	0.1104	410
"411"	0.086617	-1.023	0.90587	-0.0098699	0.10978	411
"412"	0.081416	-1.0524	0.90789	-0.00010554	0.11049	412
"413"	0.082817	-1.0443	0.90758	-0.013561	0.10976	413
"414"	0.095819	-0.9748	0.89366	0.0055895	0.11127	414
"415"	0.087818	-1.0165	0.90503	-0.0095385	0.11005	415
"416"	0.097019	-0.96882	0.89046	0.022653	0.11235	416
"417"	0.087417	-1.0187	0.90534	0.0070256	0.11111	417
"418"	0.084817	-1.033	0.90685	-0.0067298	0.11015	418
"419"	0.088018	-1.0154	0.90488	-0.0088845	0.10997	419
"420"	0.091618	-0.99629	0.90113	-0.014844	0.10972	420
